index_file_name,reporting_entity_name,reporting_entity_type,plan_id,plan_id_type,plan_name,plan_market_type,in_network_files_description,in_network_files_location,allowed_amount_file_description,allowed_amount_file_location,last_updated_on,ProductName,CustomerName
2024-05-01_ADM-Tronics-Unlimited-inc_index.json,Oxford-Health-Plans-LLC,Third-Party Administrator,208924673,EIN,UHC-EPO-Gated-INN-Only---ASO,group,in-network files,https://transparency-in-coverage.uhc.com/api/v1/uhc/blobs/download?fd=2024-05-01&fn=2024-05-01_Oxford-Health-Plans-LLC_Third-Party-Administrator_PPO---NDC_PPO-NDC_in-network-rates.json.gz,allowed amount file,https://transparency-in-coverage.uhc.com/api/v1/uhc/blobs/download?fd=2024-05-01&fn=2024-05-01_ADM-Tronics-Unlimited-inc_UHC-EPO-Gated-INN-Only---ASO_allowed-amounts.json.gz,2024-05-19T09:51:39.455+0000,EPO,ADM-Tronics-Unlimited-inc
2024-05-01_ADM-Tronics-Unlimited-inc_index.json,Oxford-Health-Plans-LLC,Third-Party Administrator,208924673,EIN,UHC-EPO-Gated-INN-Only---ASO,group,in-network files,https://transparency-in-coverage.uhc.com/api/v1/uhc/blobs/download?fd=2024-05-01&fn=2024-05-01_Oxford-Health-Plans-LLC_Third-Party-Administrator_OBH---Optum-Behavior-Health_P3_in-network-rates.json.gz,allowed amount file,https://transparency-in-coverage.uhc.com/api/v1/uhc/blobs/download?fd=2024-05-01&fn=2024-05-01_ADM-Tronics-Unlimited-inc_UHC-EPO-Gated-INN-Only---ASO_allowed-amounts.json.gz,2024-05-19T09:51:39.455+0000,EPO,ADM-Tronics-Unlimited-inc
2024-05-01_ACME-MECHANICAL-CONTRACTORS-OF-VIRGINIA-INC-GROUP-HEALTH-BENEFIT-PLAN_index.json,UMR-Inc,Third-Party Administrator,311704374,EIN,ACME-MECHANICAL-CONTRACTORS-OF-VIRGINIA--INC--GROUP-HEALTH-BENEFIT-PLAN,group,in-network files,https://transparency-in-coverage.uhc.com/api/v1/uhc/blobs/download?fd=2024-05-01&fn=2024-05-01_UMR--Inc-_Third-Party-Administrator_UNITEDHEALTHCARE-CHOICE-PLUS_0L_in-network-rates.json.gz,null,null,2024-05-19T08:57:45.248+0000,GROUP-HEALTH-BENEFIT-PLAN,ACME-MECHANICAL-CONTRACTORS-OF-VIRGINIA-INC
2024-05-01_1LIFE-HEALTHCARE-INC-GROUP-HEALTH-BENEFIT-PLAN_index.json,UMR-Inc,Third-Party Administrator,760707204,EIN,1LIFE-HEALTHCARE--INC--GROUP-HEALTH-BENEFIT-PLAN,group,in-network files,https://transparency-in-coverage.uhc.com/api/v1/uhc/blobs/download?fd=2024-05-01&fn=2024-05-01_UMR--Inc-_Third-Party-Administrator_REAL-APPEAL_ONE-MEDICAL-GROUP-WITH-HARVARD-PILGRIM-PPO_-RA_HPON_in-network-rates.json.gz,null,null,2024-05-19T08:07:50.899+0000,GROUP-HEALTH-BENEFIT-PLAN,1LIFE-HEALTHCARE-INC
2024-05-01_-FARMERS-UNION-SERVICE-ASSOCIATION_index.json,United-HealthCare-Services-Inc,Third-Party Administrator,465205195,EIN,United-Healthcare-POS,group,in-network files,https://transparency-in-coverage.uhc.com/api/v1/uhc/blobs/download?fd=2024-05-01&fn=2024-05-01_United-HealthCare-Services--Inc-_Third-Party-Administrator_OHPH-ST_30_in-network-rates.json.gz,null,null,2024-05-19T08:04:08.263+0000,POS,FARMERS-UNION-SERVICE-ASSOCIATION
2024-05-01_-FARMERS-UNION-SERVICE-ASSOCIATION_index.json,United-HealthCare-Services-Inc,Third-Party Administrator,840421930,EIN,United-Healthcare-POS,group,in-network files,https://transparency-in-coverage.uhc.com/api/v1/uhc/blobs/download?fd=2024-05-01&fn=2024-05-01_United-HealthCare-Services--Inc-_Third-Party-Administrator_OHPH-Acupuncture-Massage-Naturopath_31_in-network-rates.json.gz,null,null,2024-05-19T08:04:08.263+0000,POS,FARMERS-UNION-SERVICE-ASSOCIATION
2024-05-01_21ST-CENTURY-EQUIPMENT-LLC-GROUP-HEALTH-BENEFIT-PLAN_index.json,UMR-Inc,Third-Party Administrator,320218771,EIN,21ST-CENTURY-EQUIPMENT-LLC-GROUP-HEALTH-BENEFIT-PLAN,group,in-network files,https://transparency-in-coverage.uhc.com/api/v1/uhc/blobs/download?fd=2024-05-01&fn=2024-05-01_UMR--Inc-_Third-Party-Administrator_UNITEDHEALTHCARE-CHOICE-PLUS_0L_in-network-rates.json.gz,allowed amount file,https://transparency-in-coverage.uhc.com/api/v1/uhc/blobs/download?fd=2024-05-01&fn=2024-05-01_21ST-CENTURY-EQUIPMENT-LLC-GROUP-HEALTH-BENEFIT-PLAN_21ST-CENTURY-EQUIPMENT-LLC-GROUP-HEALTH-BENEFIT-PLAN_allowed-amounts.json.gz,2024-05-19T08:09:48.151+0000,GROUP-HEALTH-BENEFIT-PLAN,21ST-CENTURY-EQUIPMENT-LLC
2024-05-01_A-L-SCHUTZMAN-COMPANY-INC-GROUP-HEALTH-BENEFIT-PLAN_index.json,UMR-Inc,Third-Party Administrator,390602420,EIN,A--L--SCHUTZMAN-COMPANY--INC--GROUP-HEALTH-BENEFIT-PLAN,group,in-network files,https://transparency-in-coverage.uhc.com/api/v1/uhc/blobs/download?fd=2024-05-01&fn=2024-05-01_UMR--Inc-_Third-Party-Administrator_REAL-APPEAL_UNITED-HEALTH-CARE---OPTIONS-PPO_-RA_58_in-network-rates.json.gz,null,null,2024-05-19T08:30:09.409+0000,GROUP-HEALTH-BENEFIT-PLAN,A-L-SCHUTZMAN-COMPANY-INC
2024-05-01_-FARMERS-UNION-SERVICE-ASSOCIATION_index.json,United-HealthCare-Services-Inc,Third-Party Administrator,840421930,EIN,United-Healthcare-POS,group,in-network files,https://transparency-in-coverage.uhc.com/api/v1/uhc/blobs/download?fd=2024-05-01&fn=2024-05-01_United-HealthCare-Services--Inc-_Third-Party-Administrator_Choice-Plus-POS_8_in-network-rates.json.gz,null,null,2024-05-19T08:04:08.263+0000,POS,FARMERS-UNION-SERVICE-ASSOCIATION
2024-05-01_A-AND-A-OPTICAL-COMPANY_index.json,United-HealthCare-Services-Inc,Third-Party Administrator,20690800,EIN,United-Healthcare-EPO,group,in-network files,https://transparency-in-coverage.uhc.com/api/v1/uhc/blobs/download?fd=2024-05-01&fn=2024-05-01_United-HealthCare-Services--Inc-_Third-Party-Administrator_OHPH-Acupuncture-Massage-Naturopath_31_in-network-rates.json.gz,null,null,2024-05-19T08:25:01.526+0000,EPO,A-AND-A-OPTICAL-COMPANY
2024-05-01_ACCESS-HEALTH-LOUISIANA-GROUP-HEALTH-BENEFIT-PLAN_index.json,UMR-Inc,Third-Party Administrator,470852944,EIN,ACCESS-HEALTH-LOUISIANA-GROUP-HEALTH-BENEFIT-PLAN,group,in-network files,https://transparency-in-coverage.uhc.com/api/v1/uhc/blobs/download?fd=2024-05-01&fn=2024-05-01_UMR--Inc-_Third-Party-Administrator_UNITEDHEALTHCARE-CHOICE-PLUS_0L_in-network-rates.json.gz,allowed amount file,https://transparency-in-coverage.uhc.com/api/v1/uhc/blobs/download?fd=2024-05-01&fn=2024-05-01_ACCESS-HEALTH-LOUISIANA-GROUP-HEALTH-BENEFIT-PLAN_ACCESS-HEALTH-LOUISIANA-GROUP-HEALTH-BENEFIT-PLAN_allowed-amounts.json.gz,2024-05-19T08:50:56.167+0000,GROUP-HEALTH-BENEFIT-PLAN,ACCESS-HEALTH-LOUISIANA
2024-05-01_A-AND-A-OPTICAL-COMPANY_index.json,United-HealthCare-Services-Inc,Third-Party Administrator,391885669,EIN,United-Healthcare-POS,group,in-network files,https://transparency-in-coverage.uhc.com/api/v1/uhc/blobs/download?fd=2024-05-01&fn=2024-05-01_United-HealthCare-Services--Inc-_Third-Party-Administrator_OHPH-Chiro_28_in-network-rates.json.gz,null,null,2024-05-19T08:25:01.526+0000,POS,A-AND-A-OPTICAL-COMPANY
2024-05-01_ADM-Tronics-Unlimited-inc_index.json,Oxford-Health-Plans-LLC,Third-Party Administrator,208924673,EIN,UHC-EPO-Gated-INN-Only---ASO,group,in-network files,https://transparency-in-coverage.uhc.com/api/v1/uhc/blobs/download?fd=2024-05-01&fn=2024-05-01_Oxford-Health-Plans-LLC_Third-Party-Administrator_WRAPF---Pay-Choice-rate--same-as-Freedom-_80_in-network-rates.json.gz,allowed amount file,https://transparency-in-coverage.uhc.com/api/v1/uhc/blobs/download?fd=2024-05-01&fn=2024-05-01_ADM-Tronics-Unlimited-inc_UHC-EPO-Gated-INN-Only---ASO_allowed-amounts.json.gz,2024-05-19T09:51:39.455+0000,EPO,ADM-Tronics-Unlimited-inc
2024-05-01_A-AND-A-OPTICAL-COMPANY_index.json,United-HealthCare-Services-Inc,Third-Party Administrator,593382974,EIN,United-Healthcare-EPO,group,in-network files,https://transparency-in-coverage.uhc.com/api/v1/uhc/blobs/download?fd=2024-05-01&fn=2024-05-01_United-HealthCare-Services--Inc-_Third-Party-Administrator_OHPH-Chiro_28_in-network-rates.json.gz,null,null,2024-05-19T08:25:01.526+0000,EPO,A-AND-A-OPTICAL-COMPANY
2024-05-01_-FARMERS-UNION-SERVICE-ASSOCIATION_index.json,United-HealthCare-Services-Inc,Third-Party Administrator,815039886,EIN,United-Healthcare-EPO,group,in-network files,https://transparency-in-coverage.uhc.com/api/v1/uhc/blobs/download?fd=2024-05-01&fn=2024-05-01_United-HealthCare-Services--Inc-_Third-Party-Administrator_OHPH-Chiro_28_in-network-rates.json.gz,allowed amount file,https://transparency-in-coverage.uhc.com/api/v1/uhc/blobs/download?fd=2024-05-01&fn=2024-05-01_-FARMERS-UNION-SERVICE-ASSOCIATION_United-Healthcare-EPO_allowed-amounts.json.gz,2024-05-19T08:04:08.263+0000,EPO,FARMERS-UNION-SERVICE-ASSOCIATION
2024-05-01_AA-ANDERSON--CO-INC-GROUP-HEALTH-BENEFIT-PLAN_index.json,UMR-Inc,Third-Party Administrator,391017863,EIN,AA-ANDERSON--CO-INC-GROUP-HEALTH-BENEFIT-PLAN,group,null,null,allowed amount file,https://transparency-in-coverage.uhc.com/api/v1/uhc/blobs/download?fd=2024-05-01&fn=2024-05-01_AA-ANDERSON--CO-INC-GROUP-HEALTH-BENEFIT-PLAN_AA-ANDERSON--CO-INC-GROUP-HEALTH-BENEFIT-PLAN_allowed-amounts.json.gz,2024-05-19T08:35:58.602+0000,GROUP-HEALTH-BENEFIT-PLAN,AA-ANDERSON--CO-INC
2024-05-01_ACME-TRUCK-LINE-INC-GROUP-HEALTH-BENEFIT-PLAN_index.json,UMR-Inc,Third-Party Administrator,720540787,EIN,ACME-TRUCK-LINE--INC--GROUP-HEALTH-BENEFIT-PLAN,group,in-network files,https://transparency-in-coverage.uhc.com/api/v1/uhc/blobs/download?fd=2024-05-01&fn=2024-05-01_UMR--Inc-_Third-Party-Administrator_UNITEDHEALTHCARE-CHOICE-PLUS_0L_in-network-rates.json.gz,null,null,2024-05-19T08:57:54.683+0000,GROUP-HEALTH-BENEFIT-PLAN,ACME-TRUCK-LINE-INC
2024-05-01_A-AND-A-OPTICAL-COMPANY_index.json,United-HealthCare-Services-Inc,Third-Party Administrator,391885669,EIN,United-Healthcare-POS,group,in-network files,https://transparency-in-coverage.uhc.com/api/v1/uhc/blobs/download?fd=2024-05-01&fn=2024-05-01_United-HealthCare-Services--Inc-_Third-Party-Administrator_Choice-Plus-POS_8_in-network-rates.json.gz,null,null,2024-05-19T08:25:01.526+0000,POS,A-AND-A-OPTICAL-COMPANY
2024-05-01_ADM-Tronics-Unlimited-inc_index.json,Oxford-Health-Plans-LLC,Third-Party Administrator,208924673,EIN,UHC-EPO-Gated-INN-Only---ASO,group,in-network files,https://transparency-in-coverage.uhc.com/api/v1/uhc/blobs/download?fd=2024-05-01&fn=2024-05-01_Oxford-Health-Plans-LLC_Third-Party-Administrator_OHPH-Acupuncture-Massage-Naturopath_31_in-network-rates.json.gz,allowed amount file,https://transparency-in-coverage.uhc.com/api/v1/uhc/blobs/download?fd=2024-05-01&fn=2024-05-01_ADM-Tronics-Unlimited-inc_UHC-EPO-Gated-INN-Only---ASO_allowed-amounts.json.gz,2024-05-19T09:51:39.455+0000,EPO,ADM-Tronics-Unlimited-inc
2024-05-01_A-AND-A-OPTICAL-COMPANY_index.json,United-HealthCare-Services-Inc,Third-Party Administrator,20690800,EIN,United-Healthcare-EPO,group,in-network files,https://transparency-in-coverage.uhc.com/api/v1/uhc/blobs/download?fd=2024-05-01&fn=2024-05-01_United-HealthCare-Services--Inc-_Third-Party-Administrator_OHPH-Chiro_28_in-network-rates.json.gz,null,null,2024-05-19T08:25:01.526+0000,EPO,A-AND-A-OPTICAL-COMPANY
2024-05-01_A-AND-A-OPTICAL-COMPANY_index.json,United-HealthCare-Services-Inc,Third-Party Administrator,752652787,EIN,United-Healthcare-POS,group,in-network files,https://transparency-in-coverage.uhc.com/api/v1/uhc/blobs/download?fd=2024-05-01&fn=2024-05-01_United-HealthCare-Services--Inc-_Third-Party-Administrator_OHPH-Chiro_28_in-network-rates.json.gz,null,null,2024-05-19T08:25:01.526+0000,POS,A-AND-A-OPTICAL-COMPANY
2024-05-01_ACHIEVA-CREDIT-UNION-GROUP-HEALTH-BENEFIT-PLAN_index.json,UMR-Inc,Third-Party Administrator,590729366,EIN,ACHIEVA-CREDIT-UNION-GROUP-HEALTH-BENEFIT-PLAN,group,in-network CMC Transplant shared files,https://transparency-in-coverage.uhc.com/api/v1/uhc/blobs/download?fd=2024-05-01&fn=2024-05-01_UMR--Inc-_Third-Party-Administrator_CMC_Transplant_MRRF_in-network-rates.json.gz,allowed amount file,https://transparency-in-coverage.uhc.com/api/v1/uhc/blobs/download?fd=2024-05-01&fn=2024-05-01_ACHIEVA-CREDIT-UNION-GROUP-HEALTH-BENEFIT-PLAN_ACHIEVA-CREDIT-UNION-GROUP-HEALTH-BENEFIT-PLAN_allowed-amounts.json.gz,2024-05-19T08:56:23.530+0000,GROUP-HEALTH-BENEFIT-PLAN,ACHIEVA-CREDIT-UNION
2024-05-01_1LIFE-HEALTHCARE-INC-GROUP-HEALTH-BENEFIT-PLAN_index.json,UMR-Inc,Third-Party Administrator,760707204,EIN,1LIFE-HEALTHCARE-INC-GROUP-HEALTH-BENEFIT-PLAN,group,null,null,allowed amount file,https://transparency-in-coverage.uhc.com/api/v1/uhc/blobs/download?fd=2024-05-01&fn=2024-05-01_1LIFE-HEALTHCARE-INC-GROUP-HEALTH-BENEFIT-PLAN_1LIFE-HEALTHCARE-INC-GROUP-HEALTH-BENEFIT-PLAN_allowed-amounts.json.gz,2024-05-19T08:07:50.899+0000,GROUP-HEALTH-BENEFIT-PLAN,1LIFE-HEALTHCARE-INC
2024-05-01_ADAMS-FRIENDSHIP-AREA-SCHOOL-DISTRICT-GROUP-BENEFIT-PLAN_index.json,UMR-Inc,Third-Party Administrator,396000587,EIN,ADAMS-FRIENDSHIP-AREA-SCHOOL-DISTRICT-GROUP-BENEFIT-PLAN,group,in-network CMC Transplant shared files,https://transparency-in-coverage.uhc.com/api/v1/uhc/blobs/download?fd=2024-05-01&fn=2024-05-01_UMR--Inc-_Third-Party-Administrator_CMC_Transplant_MRRF_in-network-rates.json.gz,allowed amount file,https://transparency-in-coverage.uhc.com/api/v1/uhc/blobs/download?fd=2024-05-01&fn=2024-05-01_ADAMS-FRIENDSHIP-AREA-SCHOOL-DISTRICT-GROUP-BENEFIT-PLAN_ADAMS-FRIENDSHIP-AREA-SCHOOL-DISTRICT-GROUP-BENEFIT-PLAN_allowed-amounts.json.gz,2024-05-19T09:48:45.416+0000,GROUP-BENEFIT-PLAN,ADAMS-FRIENDSHIP-AREA-SCHOOL-DISTRICT
2024-05-01_A-BOOK-COMPANY-LLC-DBA-ECAMPUSCOM-GROUP-HEALTH-BENEFIT-PLAN_index.json,UMR-Inc,Third-Party Administrator,364454941,EIN,A-BOOK-COMPANY--LLC-DBA-ECAMPUS-COM-GROUP-HEALTH-BENEFIT-PLAN,group,in-network CMC Transplant shared files,https://transparency-in-coverage.uhc.com/api/v1/uhc/blobs/download?fd=2024-05-01&fn=2024-05-01_UMR--Inc-_Third-Party-Administrator_CMC_Transplant_MRRF_in-network-rates.json.gz,null,null,2024-05-19T08:28:13.451+0000,GROUP-HEALTH-BENEFIT-PLAN,A-BOOK-COMPANY-LLC-DBA-ECAMPUSCOM
2024-05-01_A-AND-A-OPTICAL-COMPANY_index.json,United-HealthCare-Services-Inc,Third-Party Administrator,833498683,EIN,United-Healthcare-POS,group,in-network files,https://transparency-in-coverage.uhc.com/api/v1/uhc/blobs/download?fd=2024-05-01&fn=2024-05-01_United-HealthCare-Services--Inc-_Third-Party-Administrator_OHPH-Chiro_28_in-network-rates.json.gz,null,null,2024-05-19T08:25:01.526+0000,POS,A-AND-A-OPTICAL-COMPANY
2024-05-01_ADAIR-COUNTY-HEALTH-SYSTEM-GROUP-HEALTH-BENEFIT-PLAN_index.json,UMR-Inc,Third-Party Administrator,426037639,EIN,ADAIR-COUNTY-HEALTH-SYSTEM-GROUP-HEALTH-BENEFIT-PLAN,group,in-network files,https://transparency-in-coverage.uhc.com/api/v1/uhc/blobs/download?fd=2024-05-01&fn=2024-05-01_UMR--Inc-_Third-Party-Administrator_ADAIR-COUNTY-HEALTH-SYSTEM_HACH_in-network-rates.json.gz,allowed amount file,https://transparency-in-coverage.uhc.com/api/v1/uhc/blobs/download?fd=2024-05-01&fn=2024-05-01_ADAIR-COUNTY-HEALTH-SYSTEM-GROUP-HEALTH-BENEFIT-PLAN_ADAIR-COUNTY-HEALTH-SYSTEM-GROUP-HEALTH-BENEFIT-PLAN_allowed-amounts.json.gz,2024-05-19T09:04:17.009+0000,GROUP-HEALTH-BENEFIT-PLAN,ADAIR-COUNTY-HEALTH-SYSTEM
2024-05-01_-FARMERS-UNION-SERVICE-ASSOCIATION_index.json,United-HealthCare-Services-Inc,Third-Party Administrator,822913042,EIN,UHC-EPO-Gated-INN-Only---ASO,group,in-network files,https://transparency-in-coverage.uhc.com/api/v1/uhc/blobs/download?fd=2024-05-01&fn=2024-05-01_United-HealthCare-Services--Inc-_Third-Party-Administrator_OHPH-Chiro_28_in-network-rates.json.gz,null,null,2024-05-19T08:04:08.263+0000,EPO,FARMERS-UNION-SERVICE-ASSOCIATION
2024-05-01_A4-CORPORATE-SERVICES-LLC-GROUP-HEALTH-BENEFIT-PLAN_index.json,UMR-Inc,Third-Party Administrator,843908805,EIN,A4-CORPORATE-SERVICES-LLC-GROUP-HEALTH-BENEFIT-PLAN,group,in-network CMC Transplant shared files,https://transparency-in-coverage.uhc.com/api/v1/uhc/blobs/download?fd=2024-05-01&fn=2024-05-01_UMR--Inc-_Third-Party-Administrator_CMC_Transplant_MRRF_in-network-rates.json.gz,allowed amount file,https://transparency-in-coverage.uhc.com/api/v1/uhc/blobs/download?fd=2024-05-01&fn=2024-05-01_A4-CORPORATE-SERVICES-LLC-GROUP-HEALTH-BENEFIT-PLAN_A4-CORPORATE-SERVICES-LLC-GROUP-HEALTH-BENEFIT-PLAN_allowed-amounts.json.gz,2024-05-19T08:35:50.976+0000,GROUP-HEALTH-BENEFIT-PLAN,A4-CORPORATE-SERVICES-LLC
2024-05-01_1LIFE-HEALTHCARE-INC-GROUP-HEALTH-BENEFIT-PLAN_index.json,UMR-Inc,Third-Party Administrator,760707204,EIN,1LIFE-HEALTHCARE--INC--GROUP-HEALTH-BENEFIT-PLAN,group,in-network files,https://transparency-in-coverage.uhc.com/api/v1/uhc/blobs/download?fd=2024-05-01&fn=2024-05-01_UMR--Inc-_Third-Party-Administrator_REAL-APPEAL_ONE-MEDICAL-GROUP-PPO-UHC-CHOICE-PLUS_-RA_HONC_in-network-rates.json.gz,null,null,2024-05-19T08:07:50.899+0000,GROUP-HEALTH-BENEFIT-PLAN,1LIFE-HEALTHCARE-INC
2024-05-01_A-AND-A-OPTICAL-COMPANY_index.json,United-HealthCare-Services-Inc,Third-Party Administrator,593382974,EIN,United-Healthcare-EPO,group,in-network files,https://transparency-in-coverage.uhc.com/api/v1/uhc/blobs/download?fd=2024-05-01&fn=2024-05-01_United-HealthCare-Services--Inc-_Third-Party-Administrator_Choice-EPO_561_in-network-rates.json.gz,null,null,2024-05-19T08:25:01.526+0000,EPO,A-AND-A-OPTICAL-COMPANY
